name,id,desciption,category,buyprice,sellprice,marketvalue,circulation
Pipe ,1075,"Used to smoke loose tobacco, the Pipe is a dual-purpose item given that it also increases your ability to contemplate things by roughly 400%. Pipes are best smoked by a roaring fireplace in a room with lots of books in, and perhaps an ancient musket on the wall for good measure.",Clothing,$0 ,$0 ,"$40,000,000 ",366
Shoulder Sweater ,1076,In Torn City it is illegal for someone to board a boat without their sweater being tied over their shoulders. This Shoulder Sweater comes pre-tied to save you the trouble.,Clothing,$0 ,$0 ,$0 ,693
Sports Jacket ,1077,"Sports Jackets are so-called due to their historic use by men playing outdoor sports, such as shooting, hunting, and cricket. Unlike a blazer, the Sports Coat is made from a hardwearing fabric which enables it to be worn as a casual, everyday item. This one is made from light tweed, which sounds like Mike Tyson trying to describe the universal physical constant.",Clothing,$0 ,$0 ,$0 ,"1,485"
Old Wallet ,1078,"Inside this old, leather wallet you'll find a snapshot of someone else's life. Credit cards. Membership cards. A coupon for half off at Big Al's. Family photographs. An expired condom. Who knows, maybe you'll even find a wad of cash in this wallet, cash you could use to buy something useful, like a wallet.",Supply Pack,$0 ,$0 ,"$4,635 ","1,796,250"
Cardholder ,1079,"Cardholders are bought by people too rich to carry cash, but too poor to have their PA pay for their groceries. This particular cardholder might contain one of several types of cards you can steal but the most important thing is that it won't ruin your silhouette when you store it in your ass pocket.",Supply Pack,$0 ,$0 ,"$7,477 ","2,252,452"
Billfold ,1080,"A billfold is thinner and has fewer compartments than a wallet, but they can hold more cash than a stripper's g-string. The only problem with a billfold is having to deal with people who compliment your ""fancy new wallet"", as you'll have to correct them, to which they will reply ""I don't care"".",Supply Pack,$0 ,$0 ,"$34,847 ","2,549,310"
Coin Purse ,1081,"The Coin Purse is most popular among elderly women, who remain gloriously oblivious to its use as a slang term for testicles. Inside this Coin Purse you may find several coins of various denominations, which you are then free to insert into vending machines, gumball machines, or the Neverending Story coin-operated ride that's been outside your local 7-11 since 1984.",Supply Pack,$0 ,$0 ,"$3,048 ","1,916,292"
Zip Wallet ,1082,"Zip wallets are wallets for those who refuse to embrace chaos. If it is destiny that your driver's license should fall out of your wallet and end up in the hands of a methed-up sex criminal who tracks you down so he may consume your toenail clippings, then who are you to deny the will of the universe? This Zip Wallet may contain useful items, but it will not save you from your predetermined fate.",Supply Pack,$0 ,$0 ,"$6,940 ","5,195,849"
Clutch ,1083,"In 1832 famed biologist Henri Latrine discovered that women were deathly allergic to pockets, hence why it is illegal for ladies' clothing to possess hidden compartments to this day. The Clutch Bag was invented to enable the fairer sex to transport their various accoutrements without having to store them in their mouth. This Clutch Bag may contain anything from cash to make-up, through to old receipts and the number of a man who was both creepy and persistent.",Supply Pack,$0 ,$0 ,"$6,946 ","2,171,761"
Credit Card ,1084,"Credit Cards can be used to acquire a significant amount of debt in exchange for items you want but can't afford. They can also be used to cut up lines of cocaine, if Torn had any cocaine, which it doesn't... yet.",Tool,$0 ,$75 ,$390 ,"30,453,368"
Lipstick ,1085,"Lipstick is a cosmetic item made of oils, waxes, pigments and moisturizers used to apply color to the lips. The point of lipstick is to make your mouth more attractive to others, but the same effect can be achieved by stuffing it full of mashed potatoes and gravy. This particular lipstick is Flesh Wound Carmine #005.",Other,$0 ,$10 ,$210 ,"3,304,184"
Driver's License ,1086,"This Driver's License should be in the wallet of its owner rather than your hand. But given that it is not, you may as well use it to take out a bank loan, adopt a child, or get married in someone else's name.",Other,$0 ,"$5,000 ","$4,867 ","10,630,048"
Tampon ,1087,"Tampons are a feminine hygiene product used to absorb the menstrual flow during a woman's period. They can also be filled with vodka and used to imbibe alcohol at a party through non-oral means, although this will probably kill you.",Other,$0 ,$5 ,"$1,972 ","7,880,343"
Receipt ,1088,"Judging by this receipt, it appears that someone is in for a great night by themselves, given that it lists the purchase of a cucumber, ten trash bags, some duct tape, a family-sized jar of mayonnaise, and the Muppet Christmas Carol blu-ray.",Other,$0 ,$0 ,$257 ,"21,265,544"
Family Photo ,1089,"This photo appears to have captured a precious, intimate moment between a loving family during a day at the beach. But for all we know, this may have been the last time they were seen alive, as their psychotic father dragged them kicking and screaming into the sea in a four-way death pact. Either way, it's beautifully composed.",Other,$0 ,$1 ,$509 ,"717,053"
Lint ,1090,"Lint is a mixture of textile fibers, human hair, skin cells, animal fur, dust and microorganisms which can often be found at the bottom of your dryer, in your pockets or inside your belly button. Eat it, you might like it.",Other,$0 ,$0 ,$0 ,220
Handcuffs ,1091,"Beloved by law enforcement and kinky lovers alike, these steel Handcuffs are capable of fixing a person's hands behind their back or to the bedframe until such time as they are released.",Other,$0 ,$45 ,"$19,215 ","131,409"
Lubricant ,1092,A silicone based lube with a full body and undertones of rich orchard fruits. Perfect for smearing on your loved one before committing acts that would disappoint your mother.,Other,$0 ,$15 ,"$2,465 ","1,085,382"
Hit Contract ,1093,"Inside this envelope is the name of a dangerous, wanted criminal, along with a contract for their ""termination"". The envelope itself is quite nice, so you might want to save it for when you start eBaying all the crap in your spare room.",Other,$0 ,$0 ,"$10,791 ","676,526"
Syringe ,1094,"This unused 5ml syringe could be used to inject yourself with all manner of intoxicating substances. Or, if you're thrifty, you might use it to refill an off-brand printer cartridge and save yourself some dough. Just make sure you don't get confused and overdose on Magenta.",Other,$0 ,$2 ,$266 ,"3,738,138"
Spoon ,1095,The bowl of this spoon is suspiciously charred. This leads you to believe that someone has been using it to heat cold soup while holding it over the stove.,Other,$0 ,$3 ,"$2,505 ","752,792"
Cell Phone ,1096,"Known as the most durable mobile phone of all time, the Italian-made Gnocchia 3310 should really be classed as a melee weapon, given that one single blow with this object is capable of turning someone's face into a concave structure.",Other,$0 ,$125 ,$203 ,"4,762,933"
Assless Chaps ,1097,"Traditonally, a set of chaps consists of a pair of leggings and a belt, often made of leather, which are worn over trousers to protect the wearer's legs while on horseback. Chaps do not typically cover your crotch or buttocks, but this pair has been designed with a front pouch, which hints that they are to be worn over bare naked flesh. Assless they may be, but you'll have no trouble tapping dat in a pair of these bad boys.",Clothing,$0 ,$0 ,"$1,036,666 ","2,571"
Opera Gloves ,1098,"Once the preserve of high society dames and regality, Opera Gloves are now worn by slags and wannabe starlets everywhere. The long, slender design of these stylish gloves make even the roughest broad feel like she's having Breakfast At Tiffany's when she's snarfing down an Egg McMuffin in Maccies at half nine in the morning.",Clothing,$0 ,$0 ,"$4,499,984 ","1,342"
Booty Shorts ,1099,"Not everyone can pull off a pair of Booty Shorts, especially if it's a hot day and they've stuck to the inside of your ass-flaps. These leopard-print crack-snugglers are perfect for those whose friends have no imagination, because they leave absolutely nothing to it. There's no need to upload pictures of your food to Instagram while wearing Booty Shorts this tight, because everyone can see what you had for dinner.",Clothing,$0 ,$0 ,"$399,972 ","2,666"
Collar ,1100,"When people see you wearing a collar they are liable to suppose one of two things. Either you're a goth, or you're under the influence of a 40-something online dom who has convinced you you're his sex slave to mask the fact he doesn't know how to please a woman. You were hoping to meet your very own Christian Grey, but he's more of a Christopher Beige.",Clothing,$0 ,$0 ,$0 ,666
Ball Gag ,1101,"The Ball Gag is the perfect gift for a lover who refuses to stop making weird noises at the point of orgasm. Consisting of a hardy leather strap and a rubber ball fixed together with steel clasps, this item can also be used to recreate the gimp scene from Pulp Fiction, if you're into that sort of thing.",Clothing,$0 ,$0 ,$0 ,305
Blindfold ,1102,"This blindfold is made from soft, black silk, and is capable of obstructing the wearer's vision even in the presence of daylight. Blindfolds can be great fun in the bedroom if you like a little mystery in your sex life. They also come in handy if your partner hasn't aged well, or has recently undergone reconstructive surgery after a particularly nasty car accident.",Clothing,$0 ,$0 ,"$3,833,333 ","1,318"
Maid Uniform ,1103,"French Maid Uniforms are one of the most popular types of sexy outfit, alongside schoolgirl, secretary, nurse, and 14th Century Brigandine. This particular Maid Uniform is made from cheap polyester and cotton lace, and will no doubt fall apart during a vigorous polishing of the ornaments.",Clothing,$0 ,$0 ,"$3,668,679 ","2,684"
Maid Hat ,1104,"No Maid Uniform is complete without a dainty little Maid Hat to top it off. This ""hat"" may be no more than a strip of starched lace glued to a simple headband, but from the instant you wear it, you'll feel as if you're in the bedchambers of an old French aristocrat whose bedpan needs to be emptied forthwith.",Clothing,$0 ,$0 ,$0 ,"2,682"
Ball Gown ,1105,"This floor-length Ball Gown is so elegant it could make a princess out of a pig. Hewn from luxurious chiffon in a shade of purple known as Deluge, the way this dress exposes the full glory of your décolletage means you'll be deluged with suitors before you've had time to wonder why your drink tastes sleepy.",Clothing,$0 ,$0 ,$0 ,676
